timestamp,Junction,volume,ID
2017-01-01 00:00:00,4,3,20170101004
2017-01-01 01:00:00,4,1,20170101014
2017-01-01 02:00:00,4,4,20170101024
2017-01-01 03:00:00,4,4,20170101034
2017-01-01 04:00:00,4,2,20170101044
2017-01-01 05:00:00,4,1,20170101054
2017-01-01 06:00:00,4,1,20170101064
2017-01-01 07:00:00,4,4,20170101074
2017-01-01 08:00:00,4,4,20170101084
2017-01-01 09:00:00,4,2,20170101094
2017-01-01 10:00:00,4,2,20170101104
2017-01-01 11:00:00,4,5,20170101114
2017-01-01 12:00:00,4,4,20170101124
2017-01-01 13:00:00,4,6,20170101134
2017-01-01 14:00:00,4,4,20170101144
2017-01-01 15:00:00,4,3,20170101154
2017-01-01 16:00:00,4,6,20170101164
2017-01-01 17:00:00,4,6,20170101174
2017-01-01 18:00:00,4,2,20170101184
2017-01-01 19:00:00,4,3,20170101194
2017-01-01 20:00:00,4,8,20170101204
2017-01-01 21:00:00,4,6,20170101214
2017-01-01 22:00:00,4,4,20170101224
2017-01-01 23:00:00,4,8,20170101234
2017-01-02 00:00:00,4,7,20170102004
2017-01-02 01:00:00,4,5,20170102014
2017-01-02 02:00:00,4,3,20170102024
2017-01-02 03:00:00,4,5,20170102034
2017-01-02 04:00:00,4,2,20170102044
2017-01-02 05:00:00,4,5,20170102054
2017-01-02 06:00:00,4,4,20170102064
2017-01-02 07:00:00,4,3,20170102074
2017-01-02 08:00:00,4,3,20170102084
2017-01-02 09:00:00,4,5,20170102094
2017-01-02 10:00:00,4,10,20170102104
2017-01-02 11:00:00,4,8,20170102114
2017-01-02 12:00:00,4,8,20170102124
2017-01-02 13:00:00,4,6,20170102134
2017-01-02 14:00:00,4,10,20170102144
2017-01-02 15:00:00,4,13,20170102154
2017-01-02 16:00:00,4,14,20170102164
2017-01-02 17:00:00,4,10,20170102174
2017-01-02 18:00:00,4,7,20170102184
2017-01-02 19:00:00,4,10,20170102194
2017-01-02 20:00:00,4,7,20170102204
2017-01-02 21:00:00,4,7,20170102214
2017-01-02 22:00:00,4,17,20170102224
2017-01-02 23:00:00,4,13,20170102234
2017-01-03 00:00:00,4,9,20170103004
2017-01-03 01:00:00,4,5,20170103014
2017-01-03 02:00:00,4,6,20170103024
2017-01-03 03:00:00,4,8,20170103034
2017-01-03 04:00:00,4,4,20170103044
2017-01-03 05:00:00,4,3,20170103054
2017-01-03 06:00:00,4,5,20170103064
2017-01-03 07:00:00,4,3,20170103074
2017-01-03 08:00:00,4,8,20170103084
2017-01-03 09:00:00,4,7,20170103094
2017-01-03 10:00:00,4,10,20170103104
2017-01-03 11:00:00,4,11,20170103114
2017-01-03 12:00:00,4,16,20170103124
2017-01-03 13:00:00,4,13,20170103134
2017-01-03 14:00:00,4,12,20170103144
2017-01-03 15:00:00,4,16,20170103154
2017-01-03 16:00:00,4,11,20170103164
2017-01-03 17:00:00,4,12,20170103174
2017-01-03 18:00:00,4,15,20170103184
2017-01-03 19:00:00,4,15,20170103194
