timestamp,Junction,volume,ID
2015-11-01 00:00:00,3,9,20151101003
2015-11-01 01:00:00,3,7,20151101013
2015-11-01 02:00:00,3,5,20151101023
2015-11-01 03:00:00,3,1,20151101033
2015-11-01 04:00:00,3,2,20151101043
2015-11-01 05:00:00,3,2,20151101053
2015-11-01 06:00:00,3,3,20151101063
2015-11-01 07:00:00,3,4,20151101073
2015-11-01 08:00:00,3,3,20151101083
2015-11-01 09:00:00,3,6,20151101093
2015-11-01 10:00:00,3,12,20151101103
2015-11-01 11:00:00,3,6,20151101113
2015-11-01 12:00:00,3,6,20151101123
2015-11-01 13:00:00,3,9,20151101133
2015-11-01 14:00:00,3,6,20151101143
2015-11-01 15:00:00,3,6,20151101153
2015-11-01 16:00:00,3,4,20151101163
2015-11-01 17:00:00,3,4,20151101173
2015-11-01 18:00:00,3,6,20151101183
2015-11-01 19:00:00,3,5,20151101193
2015-11-01 20:00:00,3,11,20151101203
2015-11-01 21:00:00,3,8,20151101213
2015-11-01 22:00:00,3,6,20151101223
2015-11-01 23:00:00,3,5,20151101233
2015-11-02 00:00:00,3,5,20151102003
2015-11-02 01:00:00,3,3,20151102013
2015-11-02 02:00:00,3,5,20151102023
2015-11-02 03:00:00,3,5,20151102033
2015-11-02 04:00:00,3,3,20151102043
2015-11-02 05:00:00,3,1,20151102053
2015-11-02 06:00:00,3,5,20151102063
2015-11-02 07:00:00,3,1,20151102073
2015-11-02 08:00:00,3,5,20151102083
2015-11-02 09:00:00,3,8,20151102093
2015-11-02 10:00:00,3,10,20151102103
2015-11-02 11:00:00,3,10,20151102113
2015-11-02 12:00:00,3,11,20151102123
2015-11-02 13:00:00,3,7,20151102133
2015-11-02 14:00:00,3,6,20151102143
2015-11-02 15:00:00,3,9,20151102153
2015-11-02 16:00:00,3,6,20151102163
2015-11-02 17:00:00,3,6,20151102173
2015-11-02 18:00:00,3,8,20151102183
2015-11-02 19:00:00,3,7,20151102193
2015-11-02 20:00:00,3,13,20151102203
2015-11-02 21:00:00,3,15,20151102213
2015-11-02 22:00:00,3,9,20151102223
2015-11-02 23:00:00,3,8,20151102233
2015-11-03 00:00:00,3,10,20151103003
2015-11-03 01:00:00,3,4,20151103013
2015-11-03 02:00:00,3,7,20151103023
2015-11-03 03:00:00,3,5,20151103033
2015-11-03 04:00:00,3,4,20151103043
2015-11-03 05:00:00,3,4,20151103053
2015-11-03 06:00:00,3,3,20151103063
2015-11-03 07:00:00,3,5,20151103073
2015-11-03 08:00:00,3,6,20151103083
2015-11-03 09:00:00,3,6,20151103093
2015-11-03 10:00:00,3,10,20151103103
2015-11-03 11:00:00,3,8,20151103113
2015-11-03 12:00:00,3,10,20151103123
2015-11-03 13:00:00,3,5,20151103133
2015-11-03 14:00:00,3,8,20151103143
2015-11-03 15:00:00,3,8,20151103153
2015-11-03 16:00:00,3,5,20151103163
2015-11-03 17:00:00,3,7,20151103173
2015-11-03 18:00:00,3,4,20151103183
2015-11-03 19:00:00,3,7,20151103193
2015-11-03 20:00:00,3,6,20151103203
2015-11-03 21:00:00,3,6,20151103213
2015-11-03 22:00:00,3,9,20151103223
2015-11-03 23:00:00,3,3,20151103233
2015-11-04 00:00:00,3,2,20151104003
2015-11-04 01:00:00,3,6,20151104013
2015-11-04 02:00:00,3,3,20151104023
2015-11-04 03:00:00,3,6,20151104033
2015-11-04 04:00:00,3,1,20151104043
2015-11-04 05:00:00,3,6,20151104053
2015-11-04 06:00:00,3,2,20151104063
2015-11-04 07:00:00,3,3,20151104073
2015-11-04 08:00:00,3,5,20151104083
2015-11-04 09:00:00,3,5,20151104093
2015-11-04 10:00:00,3,3,20151104103
2015-11-04 11:00:00,3,4,20151104113
2015-11-04 12:00:00,3,7,20151104123
2015-11-04 13:00:00,3,5,20151104133
2015-11-04 14:00:00,3,5,20151104143
2015-11-04 15:00:00,3,7,20151104153
2015-11-04 16:00:00,3,9,20151104163
2015-11-04 17:00:00,3,8,20151104173
2015-11-04 18:00:00,3,7,20151104183
2015-11-04 19:00:00,3,6,20151104193
2015-11-04 20:00:00,3,8,20151104203
2015-11-04 21:00:00,3,5,20151104213
2015-11-04 22:00:00,3,4,20151104223
2015-11-04 23:00:00,3,4,20151104233
2015-11-05 00:00:00,3,6,20151105003
2015-11-05 01:00:00,3,3,20151105013
2015-11-05 02:00:00,3,1,20151105023
2015-11-05 03:00:00,3,2,20151105033
2015-11-05 04:00:00,3,1,20151105043
2015-11-05 05:00:00,3,4,20151105053
2015-11-05 06:00:00,3,4,20151105063
2015-11-05 07:00:00,3,4,20151105073
2015-11-05 08:00:00,3,4,20151105083
2015-11-05 09:00:00,3,5,20151105093
2015-11-05 10:00:00,3,5,20151105103
2015-11-05 11:00:00,3,2,20151105113
2015-11-05 12:00:00,3,7,20151105123
2015-11-05 13:00:00,3,6,20151105133
2015-11-05 14:00:00,3,5,20151105143
2015-11-05 15:00:00,3,4,20151105153
2015-11-05 16:00:00,3,4,20151105163
2015-11-05 17:00:00,3,6,20151105173
2015-11-05 18:00:00,3,8,20151105183
2015-11-05 19:00:00,3,4,20151105193
2015-11-05 20:00:00,3,6,20151105203
2015-11-05 21:00:00,3,5,20151105213
2015-11-05 22:00:00,3,4,20151105223
2015-11-05 23:00:00,3,6,20151105233
2015-11-06 00:00:00,3,3,20151106003
2015-11-06 01:00:00,3,3,20151106013
2015-11-06 02:00:00,3,2,20151106023
2015-11-06 03:00:00,3,3,20151106033
2015-11-06 04:00:00,3,1,20151106043
2015-11-06 05:00:00,3,3,20151106053
2015-11-06 06:00:00,3,2,20151106063
2015-11-06 07:00:00,3,5,20151106073
2015-11-06 08:00:00,3,3,20151106083
2015-11-06 09:00:00,3,7,20151106093
2015-11-06 10:00:00,3,2,20151106103
2015-11-06 11:00:00,3,6,20151106113
2015-11-06 12:00:00,3,5,20151106123
2015-11-06 13:00:00,3,3,20151106133
2015-11-06 14:00:00,3,7,20151106143
2015-11-06 15:00:00,3,3,20151106153
2015-11-06 16:00:00,3,5,20151106163
2015-11-06 17:00:00,3,5,20151106173
2015-11-06 18:00:00,3,8,20151106183
2015-11-06 19:00:00,3,6,20151106193
2015-11-06 20:00:00,3,2,20151106203
2015-11-06 21:00:00,3,5,20151106213
2015-11-06 22:00:00,3,6,20151106223
2015-11-06 23:00:00,3,6,20151106233
2015-11-07 00:00:00,3,3,20151107003
2015-11-07 01:00:00,3,6,20151107013
2015-11-07 02:00:00,3,3,20151107023
2015-11-07 03:00:00,3,4,20151107033
2015-11-07 04:00:00,3,5,20151107043
2015-11-07 05:00:00,3,6,20151107053
2015-11-07 06:00:00,3,1,20151107063
2015-11-07 07:00:00,3,2,20151107073
2015-11-07 08:00:00,3,2,20151107083
2015-11-07 09:00:00,3,2,20151107093
2015-11-07 10:00:00,3,3,20151107103
2015-11-07 11:00:00,3,4,20151107113
2015-11-07 12:00:00,3,4,20151107123
2015-11-07 13:00:00,3,3,20151107133
2015-11-07 14:00:00,3,9,20151107143
2015-11-07 15:00:00,3,3,20151107153
2015-11-07 16:00:00,3,5,20151107163
2015-11-07 17:00:00,3,4,20151107173
2015-11-07 18:00:00,3,4,20151107183
2015-11-07 19:00:00,3,5,20151107193
2015-11-07 20:00:00,3,7,20151107203
2015-11-07 21:00:00,3,3,20151107213
2015-11-07 22:00:00,3,6,20151107223
2015-11-07 23:00:00,3,3,20151107233
2015-11-08 00:00:00,3,4,20151108003
2015-11-08 01:00:00,3,6,20151108013
2015-11-08 02:00:00,3,3,20151108023
2015-11-08 03:00:00,3,3,20151108033
2015-11-08 04:00:00,3,5,20151108043
