timestamp,Junction,volume,ID
2015-11-01 00:00:00,2,6,20151101002
2015-11-01 01:00:00,2,6,20151101012
2015-11-01 02:00:00,2,5,20151101022
2015-11-01 03:00:00,2,6,20151101032
2015-11-01 04:00:00,2,7,20151101042
2015-11-01 05:00:00,2,2,20151101052
2015-11-01 06:00:00,2,4,20151101062
2015-11-01 07:00:00,2,4,20151101072
2015-11-01 08:00:00,2,3,20151101082
2015-11-01 09:00:00,2,3,20151101092
2015-11-01 10:00:00,2,8,20151101102
2015-11-01 11:00:00,2,5,20151101112
2015-11-01 12:00:00,2,6,20151101122
2015-11-01 13:00:00,2,6,20151101132
2015-11-01 14:00:00,2,5,20151101142
2015-11-01 15:00:00,2,3,20151101152
2015-11-01 16:00:00,2,8,20151101162
2015-11-01 17:00:00,2,7,20151101172
2015-11-01 18:00:00,2,8,20151101182
2015-11-01 19:00:00,2,7,20151101192
2015-11-01 20:00:00,2,6,20151101202
2015-11-01 21:00:00,2,5,20151101212
2015-11-01 22:00:00,2,9,20151101222
2015-11-01 23:00:00,2,4,20151101232
2015-11-02 00:00:00,2,8,20151102002
2015-11-02 01:00:00,2,6,20151102012
2015-11-02 02:00:00,2,8,20151102022
2015-11-02 03:00:00,2,5,20151102032
2015-11-02 04:00:00,2,3,20151102042
2015-11-02 05:00:00,2,4,20151102052
2015-11-02 06:00:00,2,5,20151102062
2015-11-02 07:00:00,2,6,20151102072
2015-11-02 08:00:00,2,8,20151102082
2015-11-02 09:00:00,2,5,20151102092
2015-11-02 10:00:00,2,8,20151102102
2015-11-02 11:00:00,2,9,20151102112
2015-11-02 12:00:00,2,11,20151102122
2015-11-02 13:00:00,2,8,20151102132
2015-11-02 14:00:00,2,8,20151102142
2015-11-02 15:00:00,2,8,20151102152
2015-11-02 16:00:00,2,11,20151102162
2015-11-02 17:00:00,2,6,20151102172
2015-11-02 18:00:00,2,12,20151102182
2015-11-02 19:00:00,2,10,20151102192
2015-11-02 20:00:00,2,12,20151102202
2015-11-02 21:00:00,2,11,20151102212
2015-11-02 22:00:00,2,12,20151102222
2015-11-02 23:00:00,2,13,20151102232
2015-11-03 00:00:00,2,8,20151103002
2015-11-03 01:00:00,2,8,20151103012
2015-11-03 02:00:00,2,8,20151103022
2015-11-03 03:00:00,2,8,20151103032
2015-11-03 04:00:00,2,10,20151103042
2015-11-03 05:00:00,2,6,20151103052
2015-11-03 06:00:00,2,4,20151103062
2015-11-03 07:00:00,2,6,20151103072
2015-11-03 08:00:00,2,6,20151103082
2015-11-03 09:00:00,2,9,20151103092
2015-11-03 10:00:00,2,11,20151103102
2015-11-03 11:00:00,2,10,20151103112
2015-11-03 12:00:00,2,9,20151103122
2015-11-03 13:00:00,2,8,20151103132
2015-11-03 14:00:00,2,10,20151103142
2015-11-03 15:00:00,2,11,20151103152
2015-11-03 16:00:00,2,8,20151103162
2015-11-03 17:00:00,2,14,20151103172
2015-11-03 18:00:00,2,9,20151103182
2015-11-03 19:00:00,2,10,20151103192
2015-11-03 20:00:00,2,12,20151103202
2015-11-03 21:00:00,2,8,20151103212
2015-11-03 22:00:00,2,13,20151103222
2015-11-03 23:00:00,2,11,20151103232
2015-11-04 00:00:00,2,10,20151104002
2015-11-04 01:00:00,2,8,20151104012
2015-11-04 02:00:00,2,7,20151104022
2015-11-04 03:00:00,2,7,20151104032
2015-11-04 04:00:00,2,5,20151104042
2015-11-04 05:00:00,2,6,20151104052
2015-11-04 06:00:00,2,6,20151104062
2015-11-04 07:00:00,2,6,20151104072
2015-11-04 08:00:00,2,9,20151104082
2015-11-04 09:00:00,2,6,20151104092
2015-11-04 10:00:00,2,8,20151104102
2015-11-04 11:00:00,2,7,20151104112
2015-11-04 12:00:00,2,10,20151104122
2015-11-04 13:00:00,2,10,20151104132
2015-11-04 14:00:00,2,10,20151104142
2015-11-04 15:00:00,2,7,20151104152
2015-11-04 16:00:00,2,8,20151104162
2015-11-04 17:00:00,2,12,20151104172
2015-11-04 18:00:00,2,9,20151104182
2015-11-04 19:00:00,2,9,20151104192
2015-11-04 20:00:00,2,10,20151104202
2015-11-04 21:00:00,2,10,20151104212
2015-11-04 22:00:00,2,11,20151104222
2015-11-04 23:00:00,2,8,20151104232
2015-11-05 00:00:00,2,8,20151105002
2015-11-05 01:00:00,2,7,20151105012
2015-11-05 02:00:00,2,8,20151105022
2015-11-05 03:00:00,2,5,20151105032
2015-11-05 04:00:00,2,4,20151105042
2015-11-05 05:00:00,2,6,20151105052
2015-11-05 06:00:00,2,5,20151105062
2015-11-05 07:00:00,2,6,20151105072
2015-11-05 08:00:00,2,8,20151105082
2015-11-05 09:00:00,2,6,20151105092
2015-11-05 10:00:00,2,7,20151105102
2015-11-05 11:00:00,2,11,20151105112
2015-11-05 12:00:00,2,10,20151105122
2015-11-05 13:00:00,2,7,20151105132
2015-11-05 14:00:00,2,12,20151105142
2015-11-05 15:00:00,2,10,20151105152
2015-11-05 16:00:00,2,11,20151105162
2015-11-05 17:00:00,2,7,20151105172
2015-11-05 18:00:00,2,9,20151105182
2015-11-05 19:00:00,2,13,20151105192
2015-11-05 20:00:00,2,10,20151105202
2015-11-05 21:00:00,2,12,20151105212
2015-11-05 22:00:00,2,8,20151105222
2015-11-05 23:00:00,2,10,20151105232
2015-11-06 00:00:00,2,6,20151106002
2015-11-06 01:00:00,2,8,20151106012
2015-11-06 02:00:00,2,7,20151106022
2015-11-06 03:00:00,2,7,20151106032
2015-11-06 04:00:00,2,9,20151106042
2015-11-06 05:00:00,2,4,20151106052
2015-11-06 06:00:00,2,8,20151106062
2015-11-06 07:00:00,2,6,20151106072
2015-11-06 08:00:00,2,4,20151106082
2015-11-06 09:00:00,2,7,20151106092
2015-11-06 10:00:00,2,11,20151106102
2015-11-06 11:00:00,2,11,20151106112
2015-11-06 12:00:00,2,8,20151106122
2015-11-06 13:00:00,2,5,20151106132
2015-11-06 14:00:00,2,9,20151106142
2015-11-06 15:00:00,2,10,20151106152
2015-11-06 16:00:00,2,13,20151106162
2015-11-06 17:00:00,2,12,20151106172
2015-11-06 18:00:00,2,10,20151106182
2015-11-06 19:00:00,2,7,20151106192
2015-11-06 20:00:00,2,12,20151106202
2015-11-06 21:00:00,2,10,20151106212
2015-11-06 22:00:00,2,9,20151106222
2015-11-06 23:00:00,2,6,20151106232
2015-11-07 00:00:00,2,5,20151107002
2015-11-07 01:00:00,2,10,20151107012
2015-11-07 02:00:00,2,10,20151107022
2015-11-07 03:00:00,2,10,20151107032
2015-11-07 04:00:00,2,9,20151107042
2015-11-07 05:00:00,2,8,20151107052
2015-11-07 06:00:00,2,6,20151107062
2015-11-07 07:00:00,2,2,20151107072
2015-11-07 08:00:00,2,6,20151107082
2015-11-07 09:00:00,2,5,20151107092
2015-11-07 10:00:00,2,8,20151107102
2015-11-07 11:00:00,2,6,20151107112
2015-11-07 12:00:00,2,6,20151107122
2015-11-07 13:00:00,2,7,20151107132
2015-11-07 14:00:00,2,3,20151107142
2015-11-07 15:00:00,2,8,20151107152
2015-11-07 16:00:00,2,4,20151107162
2015-11-07 17:00:00,2,6,20151107172
2015-11-07 18:00:00,2,5,20151107182
2015-11-07 19:00:00,2,4,20151107192
2015-11-07 20:00:00,2,7,20151107202
2015-11-07 21:00:00,2,7,20151107212
2015-11-07 22:00:00,2,7,20151107222
2015-11-07 23:00:00,2,8,20151107232
2015-11-08 00:00:00,2,4,20151108002
2015-11-08 01:00:00,2,3,20151108012
2015-11-08 02:00:00,2,7,20151108022
2015-11-08 03:00:00,2,6,20151108032
2015-11-08 04:00:00,2,7,20151108042
2015-11-08 05:00:00,2,6,20151108052
2015-11-08 06:00:00,2,6,20151108062
2015-11-08 07:00:00,2,2,20151108072
2015-11-08 08:00:00,2,5,20151108082
2015-11-08 09:00:00,2,5,20151108092
2015-11-08 10:00:00,2,8,20151108102
2015-11-08 11:00:00,2,7,20151108112
2015-11-08 12:00:00,2,8,20151108122
2015-11-08 13:00:00,2,8,20151108132
2015-11-08 14:00:00,2,7,20151108142
2015-11-08 15:00:00,2,4,20151108152
2015-11-08 16:00:00,2,9,20151108162
2015-11-08 17:00:00,2,6,20151108172
2015-11-08 18:00:00,2,8,20151108182
2015-11-08 19:00:00,2,8,20151108192
2015-11-08 20:00:00,2,6,20151108202
2015-11-08 21:00:00,2,8,20151108212
2015-11-08 22:00:00,2,8,20151108222
2015-11-08 23:00:00,2,7,20151108232
2015-11-09 00:00:00,2,7,20151109002
2015-11-09 01:00:00,2,4,20151109012
2015-11-09 02:00:00,2,6,20151109022
2015-11-09 03:00:00,2,6,20151109032
2015-11-09 04:00:00,2,5,20151109042
2015-11-09 05:00:00,2,9,20151109052
2015-11-09 06:00:00,2,4,20151109062
2015-11-09 07:00:00,2,9,20151109072
2015-11-09 08:00:00,2,9,20151109082
